title,website_url,homeschool_com_url,grades_or_ages,prices_mentioned,description
LOP Life Academy,https://loplifeacademy.com/,https://www.homeschool.com/resource-guide/lop-life-academy/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$49/course or $7.99/month for all-access membership,"At Loving on Purpose Life Academy, we know you want to be someone who experiences respectful, loving, and life-giving connections in all your important relationships...But cultivating strong connections is easier said"
Wildly Anchored,https://www.wildlyanchored.com/,https://www.homeschool.com/resource-guide/wildly-anchored/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,varies,Wildly Anchored gets kids digging deeper in the Bible. Knowing about God isn’t enough; kids need to encounter Him personally for themselves! These Bible Studies For Kids are designed to do just that! With 12 different
Homeschooling Torah,https://homeschoolingtorah.com/,https://www.homeschool.com/resource-guide/homeschooling-torah/,Pre-K - 12th Grade,$47/month or $479/year,"Homeschooling Torah curriculum is packed! It’s truly all-inclusive and ready for the entire family to use. One price covers your whole family, no matter how many children you have. In addition, it’s ready to go!"
Apologetics Press,https://apologeticspress.org/,https://www.homeschool.com/resource-guide/apologetics-press/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,"Apologetics Press offers many different books, magazines, articles, videos, and more to aid parents in teaching their children in defense of the faith. One of the most popular offerings from Apologetics Press is the"
Ascension Press,https://ascensionpress.com/,https://www.homeschool.com/resource-guide/ascension-press/,9th Grade; 10th Grade; 11th Grade; 12th Grade,varies by product,Ascension Press offers many different Bible studies and Catechisms that teach about the history and doctrines of the Catholic faith. Their resources can easily be used as a homeschool Bible curriculum. Visit their
Daily Skill Building,https://dailyskillbuilding.com/,https://www.homeschool.com/resource-guide/daily-skill-building/,Pre-K - 12th Grade,starts at $7.95,Oftentimes homeschool curriculum can be dull and boring – or WAY too teacher-intensive! Some kids freeze up with worksheets and have trouble comprehending text. This in turn can cause stress and tears – for both
"Come, Follow Me",https://www.churchofjesuschrist.org/manual/come-follow-me?lang=eng,https://www.homeschool.com/resource-guide/come-follow-me/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Come, Follow Me is for every individual and family in the Church of Jesus Christ of Latter-Day Saints. It is designed to help you learn the gospel—whether on your own or with your family. If you haven’t studied the"
ChineseHour,https://www.chinesehour.com/,https://www.homeschool.com/resource-guide/chinesehour/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,"If you're looking to learn Chinese, look no further than ChineseHour. Learn with a private tutor in different course options, such as: Standard Chinese Spoken Chinese Kids Chinese (below 10) Teenage"
Unlock Math,https://www.unlockmath.com/,https://www.homeschool.com/resource-guide/unlock-math-2/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$299/annually or $49/monthly,"Catering to middle and high school grades, Unlock Math offers the following classes: Foundations Pre-Algebra Algebra 1 Algebra 2 Geometry Pre-Calculus Financial Literacy (Coming soon!) Unlock"
Daily Skill Building Vocabulary,https://dailyskillbuilding.com/product-category/daily-skill-building-vocabulary/,https://www.homeschool.com/resource-guide/daily-skill-building-vocabulary/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade,$19.99,"Are you looking for an independent, open-and-go curriculum to enhance your student’s vocabulary? Daily Skill Building: Vocabulary is a full-year vocabulary curriculum for grades 1-7. This simple, straightforward"
For The Love of Homeschooling,https://www.fortheloveofhomeschooling.com/,https://www.homeschool.com/resource-guide/for-the-love-of-homeschooling/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,varies,"For The Love of Homeschooling has created many different unit studies that are available for purchase and download. They also have a monthly Nature Study Club subscription for only $12/month! They offer scholarships,"
Simple Studies,https://cmsimplestudies.com/,https://www.homeschool.com/resource-guide/simple-studies/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,varies from Free - $14.00,"Each Simple Studies guide offers simple, comprehensive lessons using living chapter and picture book lists, narration prompts and discussion questions, exciting printables, diagrams, coloring pages for Pre-K students to"
A Gentle Feast,https://agentlefeast.com/,https://www.homeschool.com/resource-guide/a-gentle-feast/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,A Gentle Feast brings your family together as much as possible while still providing grade-appropriate material. This curriculum is a feast of living ideas founded on Miss Charlotte Mason’s philosophy and principles
Lingua Mater,http://www.hillsideeducation.com/index.php/language-arts/,https://www.homeschool.com/resource-guide/lingua-mater/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,varies by book,"This Catholic language arts program is written in the Charlotte Mason and Classical style and has beautiful imagery and writings from the Catholic faith. The Lingua Mater books include Primary, Intermediate, Americana,"
Rabbit Trails,https://rabbittrailshomeschool.com/rabbit-trails-curriculum/,https://www.homeschool.com/resource-guide/rabbit-trails/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade,varies,"RABBIT TRAILS CURRICULUM FOR A RICH, LITERATURE-BASED HOMESCHOOL Are you looking for a way to ignite a love of learning in your home? A time that you can come together with your children, and learn together, all with"
Teachers Pay Teachers,https://www.teacherspayteachers.com/,https://www.homeschool.com/resource-guide/teachers-pay-teachers/,Pre-K - 12th Grade,varies,Teachers Pay Teachers is an online marketplace where teachers buy and sell original educational materials. If you're looking for lesson plans or extra worksheets to accompany a subject you're studying in your
Grammar Galaxy,https://funtolearnbooks.com/grammar-galaxy/,https://www.homeschool.com/resource-guide/grammar-galaxy/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,varies,"If you're looking for a fun, interactive complete language arts curriculum, Grammar Galaxy may be for you! Instead of dry exercises that have no relationship to reading, Grammar Galaxy uses short, entertaining stories"
MCT Language Arts,https://www.rfwp.com/mct-language-arts/,https://www.homeschool.com/resource-guide/mct-language-arts/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade,varies,"The MCT language arts curriculum is a comprehensive, multilevel curriculum designed to provide children with a thorough understanding of the English language. This language arts curriculum by creator Michael Clay"
Generations,https://sites.generations.org/curriculum/,https://www.homeschool.com/resource-guide/generations/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,Generations offers a Christian homeschool curriculum to help your family follow God’s method of education. They implement a 4-pillar strategy for Christian Discipleship Education: Family Discipleship Biblical
Lightning Literature,https://hewittlearning.org/curriculum-home/lightning-lit/,https://www.homeschool.com/resource-guide/lightning-literature/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,Lightning Literature is a language arts curriculum designed to: instill a love of literature in students expand their ability to read intelligently and deeply prepare them for more advanced language arts
Luminous Minds,https://www.luminousmindsinc.com/,https://www.homeschool.com/resource-guide/luminous-minds/,Preschool; Kindergarten; 1st Grade; 2nd Grade,$8.99/month,"Luminous Minds' research-based, brain-compatible curriculum is carefully crafted by experienced, master educators. Through our worksheets and/or instructional videos, your child or students can improve in the following"
ASL Virtual Academy,http://www.aslvirtualacademy.com/,https://www.homeschool.com/resource-guide/asl-virtual-academy/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Varies,ASL Virtual Academy’s American Sign Language classes are designed to build signing skills so students are confident signing with a Deaf native signer. It’s centered around ASL mastery and the proper use of the
WorldOver Homeschool Curriculum,https://worldover.org/,https://www.homeschool.com/resource-guide/157368/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Courses are approx $300,"WorldOver provides an ecosystem of innovative learning options for immediate and long-term needs. The opportunities that they provide learners worldwide include: Live courses, tutoring, and enrichment clubs"
CambriLearn,https://cambrilearn.com/british-curriculum,https://www.homeschool.com/resource-guide/cambrilearn/,Pre-K - 12th Grade,$450 - $752 per year,"CambriLearn provides a comprehensive online education using the world-renowned British International curriculum, preparing students of all ages to be successful in work, at university and in life. The platform offers"
KidCoach App,https://www.kidcoach.app/,https://www.homeschool.com/resource-guide/kidcoach-app/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,$6.99/month or $59.99/year,"From the website: ""A meaningful chat with your child can take just five minutes a day, doesn't need any preparation, and can be had in the car or school run or dinner table or wherever a pocket of time pops up. But"
Creative Kids Virtual Preschool,http://www.CreativeKidsVirtualPreschool.com,https://www.homeschool.com/resource-guide/creative-kids-virtual-preschool/,Preschool,Free,"FREE Online Preschool! LOCAL Virginia Preschool Teacher Gives Away Her Entire Online Quarterly Curriculum for FREE! More Than 70 Fun Educational Video Lessons! PETS, INSECTS, DINOSAURS, SEASONS, OCEAN, COLORS, NUTRITION"
Love to Teach,https://www.lovetoteach.org/,https://www.homeschool.com/resource-guide/love-to-teach/,Pre-K - 12th Grade,Free,"If you're looking for some free printables, visit Love to Teach. They offer over 4,000 printables for all ages, grades, and subjects. You can browse by grade or subject, or use the search bar to look for something"
NetSupport Classroom Management,https://www.netsupportschool.com/,https://www.homeschool.com/resource-guide/netsupport-classroom-management/,Pre-K - 12th Grade,$1,NetSupport School Classroom Management NetSupport School provides classroom instruction and management tools to streamline classroom (and homeschool) management. While a homeschooler might not use all the features
Upwords Reading Literacy Program,https://upwordsreading.com/,https://www.homeschool.com/resource-guide/upwords-reading-literacy-program/,Preschool; Kindergarten,$1,"The Up-Words Reading® program is an early literacy program that teaches students to read and spell, using four key areas of instruction. The four key areas include: Phonological awareness – Students are taught"
